cuttlefish raw|22|0.2|0.002|4.6|0.2|0|0|31.7|0.1|22.8|0.048|0.010|1.5|0|0|0|25.5|1.7|8.5|100.2|0.5|33.734
bass raw|90|2.9|0.6|14.9|0|0|0|53.7|0.055|59.8|0.004|0.003|1.6|0|0|0|63.2|1.2|23.7|281.2|0.5|83.837
flounder cooked|109|3|0.7|19.4|0|0|0|71.1|0.5|103|0.047|0.014|0.1|0|0.005|1|0.100|0.099|0.3|392.4|0.049|22.622
milkfish raw|42|1.9|0.5|5.8|0|0|0|14.7|0.098|20.1|0.099|0.012|0|0|0|0|14.4|0.057|8.5|82.6|0.2|22.203
eel raw|375|23.8|4.8|37.6|0|0|0|257.0|0.1|139.3|2.1|0.061|3.7|0.010|8.2|0|40.8|1|40.8|554.9|3.3|109.0
catfish raw|189|9.4|2.1|24.2|0|0|0|87.5|0.2|125.7|0|0.003|0|0.084|1.3|0.022|12.7|0.4|30.2|480.2|0.8|46.7
fish sticks|78|4.5|1|3.1|6.1|0.5|0.4|7.8|0.1|13.9|0.055|0.039|0.038|0|0|1.9|0.089|0.3|0.2|53.5|0.072|14.563
coho salmon raw|254|12.2|2.9|33.8|0|0|0|81.1|0.054|112|0.012|0.095|1.7|0|0|0|19.1|0.5|49.3|715.5|0.7|67.308
monkfish cooked|27|0.6|0|5.3|0|0|0|9.1|0.004|22.2|0.006|0.024|0.3|0|0|0|2.8|0.1|7.6|145.2|0.1|9.165
yellowtail cooked|546|19.6|0|86.6|0|0|0|207.3|0.1|196.6|0.045|0.034|8.5|0|0|0|84.7|1.8|111|1571.00|2|201.282
yellowfin tuna cooked|37|0.2|0.054|8.2|0|0|0|13.3|0.011|19.5|0.098|0.059|0|0.009|0.042|0.023|1.1|0.3|11.9|149.1|0.1|9.861
ling cooked|168|1.2|0|36.8|0|0|0|77.0|0.3|111.6|0.025|0.060|0|0|0|0|66.4|1.3|122.3|733.9|1.5|105.731
eel cooked|67|4.2|0.9|6.7|0|0|0|45.6|0.069|16.8|0.3|0.058|0.5|0|0|0|7.4|0.2|7.4|98.8|0.6|19.3
sablefish raw|753|59.1|12.4|51.8|0|0|0|189.1|0.2|274.1|0.4|0.100|0|0|0|0|135.1|4.9|212.3|1381.90|1.2|251.3
salmon nuggets|60|3.3|0.4|3.6|4|0|0|7.4|0.005|17.1|0|0.086|0|0|0|0|2.3|0.4|5.7|46.7|0.1|13.6
yellowtail raw|546|19.6|4.8|86.5|0|0|0|205.7|0.1|278.7|0.1|0.072|10.5|0|0|0.071|86|1.8|112.2|1570.80|1.9|204.5
butterfish cooked|47|2.6|0|5.5|0|0|0|20.8|0.042|16.7|0.029|0.057|0|0|0|0|7|0.2|8|120.3|0.2|15.35
caviar|42|2.9|0.6|3.9|0.6|0|0|94.1|0.2|7.6|0.054|0.083|0|0.000|0.3|0.065|44|1.9|48|29|0.2|53.325
pollock raw|355|3.8|0.5|75|0|0|0|274.1|0.3|301.8|0.068|0.062|0|0.012|0.9|0.014|231.6|1.8|258.6|1374.20|1.8|312.275
catfish cooked|206|10.3|2.3|26.4|0|0|0|94.4|0.2|106.7|0.066|0.066|0.3|0|0.035|1.4|0.010|0.098|0.4|353.2|0.030|37.141
whiting raw|83|1.2|0.2|16.8|0|0|0|61.6|0.016|73.8|0.092|0.070|0|0.089|0.3|0.086|44.2|0.3|19.3|229.1|0.8|62.592
pink salmon raw|404|14|2.6|65.2|0|0|0|146.3|0.2|240.2|0.1|0.030|0|0.035|1.3|0.025|22.3|1.2|85.9|1163.90|1.2|102.8
yellowfin tuna raw|31|0.1|0.073|6.9|0|0|0|11.0|0.049|21|0.048|0.063|0|0.017|0.063|0.090|1.1|0.2|9.9|124.8|0.1|8.322
mackerel raw|230|15.6|3.6|20.8|0|0|0|78.4|0.1|71.2|0.019|0.047|0.4|0.030|1.7|0.025|13.4|1.8|85.1|351.7|0.7|52.063
turbot raw|388|12|3.1|65.5|0|0|0|195.8|0.6|314|0.001|0.090|6.9|0|0|0|73.4|1.5|208.1|971|0.9|159.322
cusk cooked|106|0.8|0|23.1|0|0|0|50.4|0.047|66.2|0.016|0.007|0|0|0|0|12.4|1|38|477.9|0.5|37.306
atlantic croaker raw|82|2.5|0.9|14|0|0|0|48.2|0.014|61.6|0.039|0.066|0|0.005|1|0.068|11.9|0.3|31.6|272.6|0.3|28.709
sucker cooked|148|3.7|0.7|26.6|0|0|0|65.7|0.019|91.7|0.006|0.026|0|0|0|0|111.6|2.1|47.1|603.9|1.2|144.006
spot raw|79|3.1|0.9|11.8|0|0|0|38.4|0.022|48.6|0.005|0.042|0|0|0|0|9|0.2|26.9|317.4|0.3|24.113
drum cooked|236|9.7|2.2|34.6|0|0|0|126.3|0.1|109.2|0.099|0.019|1.5|0|0|0|118.6|1.8|58.5|543.6|1.3|166.292
crayfish raw|3|0.048|0.010|0.6|0|0|0|4.3|0.024|3.4|0.098|0.082|0.078|0|0|0|1|0.053|1.2|10.4|0.009|1.788
tilefish cooked|441|14.1|2.6|73.5|0|0|0|192.0|0.2|210.7|0.022|0.010|0|0|0|0|78|0.9|99|1536.00|1.6|166.521
bluefish cooked|186|6.4|1.4|30.1|0|0|0|88.9|0.045|73.3|0.2|0.019|0|0|0|0|10.5|0.7|49.1|558.1|1.2|47.9
grouper cooked|238|2.6|0.6|50.2|0|0|0|94.9|0.1|148.2|0.1|0.083|0|0|0|0|42.4|2.3|74.7|959.5|1|97.6
sheepshead raw|257|5.7|1.4|48.1|0|0|0|119.0|0.2|185.6|0.022|0.067|0|0|0|0|50|1.1|76.2|961.5|0.9|104.93
herring kippered|87|4.9|1.1|9.8|0|0|0|32.8|0.4|23.9|0.005|0.068|0.4|0.004|0.6|0.086|33.6|0.6|18.4|178.8|0.5|49.314
grouper raw|238|2.6|0.6|50.2|0|0|0|95.8|0.1|205.2|0.1|0.045|0|0|0|0|69.9|2.3|80.3|1251.00|1.2|125.1
ocean perch cooked|48|0.9|0.2|9.3|0|0|0|31.5|0.2|37.1|0.011|0.095|0.021|0|0.042|0.5|0.069|0.073|0.1|150|0.004|10.368
ling raw|168|1.2|0.2|36.7|0|0|0|77.2|0.3|153.7|0.041|0.088|0|0|0|0|65.6|1.3|121.6|731.5|1.5|104.862
lingcod cooked|329|4.1|0.8|68.4|0|0|0|202.3|0.2|228.6|0.054|0.015|0|0|0|0|54.4|1.2|99.7|1691.20|1.8|128.139
florida pompano raw|184|10.6|3.9|20.7|0|0|0|56.0|0.081|79.7|0.091|0.008|0|0.098|0.2|0.041|24.6|0.7|30.2|426.7|0.8|56.69
rockfish cooked|162|2.4|0.6|33.1|0|0|0|90.9|0.1|111.3|0.012|0.068|0.4|0|0.004|0.7|0|0.046|0.5|369.5|0.1|35.955
seatrout cooked|247|8.6|2.4|39.9|0|0|0|197.2|0.1|133.8|0.006|0.032|0|0|0|0|40.9|0.7|74.4|812.8|1.1|90.142
sockeye salmon raw|562|22.2|4.7|84.4|0|0|0|209.9|0.4|289.7|0.2|0.065|0|0.086|3.8|0.021|39.6|1.7|118.8|1358.30|1.7|148.1
swordfish cooked|182|8.4|2|24.9|0|0|0|82.7|0.1|72.4|0.075|0.048|0.7|0|0.038|2.6|0.022|0.045|0.5|322.2|0.028|34.203
american shad raw|362|25.3|5.8|31.2|0|0|0|138.0|0.001|125.5|0.009|0.057|0|0.097|2.2|0.019|86.5|1.8|55.2|706.6|0.7|144.868
sardine canned in oil|310|17.1|2.3|36.7|0|0|0|211.6|0.5|88.8|0.051|0.075|0|0.040|3|0.063|569.2|4.4|58.1|591.5|2|627.452
anchovy canned in oil|8|0.4|0.001|1.2|0|0|0|3.4|0.1|2|0.012|0.061|0|0.070|0.1|0.013|9.3|0.2|2.8|21.8|0.031|11.106
salmon canned|520|20.3|5.5|79.1|0|0|0|143.9|1.8|261.1|0.064|0.055|0|0.000|5.9|0.020|918.8|2.6|110.7|1107.00|3.7|1020.882
sardines in tomato sauce canned|165|9.3|2.4|18.6|0.5|0.4|0.009|54.3|0.4|59.5|0.036|0.098|0.9|0.017|1.2|0.012|213.6|2|30.3|303.5|1.2|244.978
sockeye salmon canned|563|24.9|4.9|79.5|0|0|0|266.2|1.4|229.4|0.2|0.014|0|0.090|7|0.018|781.8|2.2|104.5|1058.20|2.8|888.6
tuna canned|102|2.4|0.6|18.9|0|0|0|33.6|0.3|58.6|0.017|0.075|0|0.070|0.7|0.099|11.2|0.8|26.4|189.6|0.4|33.32
pink salmon canned|530|20.4|3.5|80.9|0|0|0|226.1|1.7|304.3|0.025|0.031|0|0.018|2.6|0.044|883.7|2.6|123.3|1413.80|3.1|987.651
cod canned|328|2.7|0.5|71|0|0|0|171.6|0.7|235.9|0.046|0.040|3.1|0.066|2.6|0.063|65.5|1.5|127.9|1647.40|1.8|143.814
eastern oyster canned|110|4|1|11.4|6.3|0|0|89.1|0.2|137.9|0.1|0.089|8.1|0|1.4|0.056|72.9|10.9|87.5|371|147.3|113.7
chum salmon canned|520|20.3|5.5|79.1|0|0|0|143.9|0.3|261.1|0.014|0.012|0|0|0|0|918.8|2.6|110.7|1107.00|3.7|1020.805
tuna canned in oil|331|14.4|2.3|47.2|0|0|0|55.2|0.7|114|0.030|0.033|0|0|4.1|0.073|7.1|1.2|60.5|592.7|0.8|69.953
wild pink salmon oceans|320|16|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16.0
shrimp canned|128|1.7|0.2|26.1|0|0|0|322.6|1.1|97.1|0|0.081|5.2|0|1.4|0|185.6|2.7|42.2|102.4|2.5|221.3
alaska king crab raw|144|1|0.2|31.5|0|0|0|72.2|1.4|136.9|0.048|0.004|12|0|0|0|79.1|1|84.3|350.9|10.2|124.608
scallops fried|64|3.2|0.8|2.6|6.4|0|0|18.0|0.2|11.5|0.059|0.089|0|0|0|0|3.1|0.3|5.3|49|0.2|15.698
shrimp cooked|7|0.092|0.023|1.3|0.013|0|0|11.6|0.012|3.9|0.021|0.077|0|0.080|0.1|0.001|5|0.009|2|9.4|0.008|6.398
clams fried|19|1|0.3|1.3|1|0|0|5.7|0.068|5.8|0.008|0.083|0.9|0|0|0|5.9|1.3|1.3|30.6|0.1|11.464
alaska king crab cooked|130|2.1|0.2|25.9|0|0|0|71.0|1.4|103.9|0.018|0.020|10.2|0|0|0|79.1|1|84.4|351.1|10.2|118.35
scallops cooked|11|0.058|0.092|2.1|0.5|0|0|4.1|0.060|7|0.050|0.015|0.032|0|0|0|0|0.057|0.041|42.6|0.042|2.732
squid fried|140|6|1.5|14.4|6.2|0|0|208.0|0.2|51.6|0.035|0.050|3.4|0|0|0|31.2|0.8|30.4|223.2|1.4|62.028
oyster raw|41|1.2|0.3|4.7|2.5|0|0|25.0|0.059|41|0.093|0.018|4|0|0|0|4|2.6|11|84|8.3|19.054
abalone|89|0.6|0.1|14.5|5.1|0|0|72.3|0.3|63.4|0.056|0.057|1.7|0|3.4|0.043|26.4|2.7|40.8|212.5|0.7|51.092
queen crab raw|25|0.3|0.096|5.2|0|0|0|15.6|0.2|22.8|0.093|0.082|2|0|0|0|7.4|0.7|13.9|49|0.8|15.607
whelk cooked|78|0.2|0.003|13.5|4.4|0|0|36.8|0.1|9.1|0.013|0.084|1.9|0|0|0|32|2.8|48.7|196.4|0.9|54.806
oyster cooked|41|1.2|0.3|4.7|2.5|0|0|25.0|0.066|16|0.082|0.007|3.2|0|0.2|0.047|4|2.3|11|75.5|8.3|17.971
eastern oyster cooked|8|0.2|0.073|0.7|0.7|0|0|3.7|0.038|8|0.090|0.099|0.6|0|0|0|5.5|0.8|3.2|14.9|4.4|8.598
blue mussels cooked|344|9|1.7|47.6|14.8|0|0|112.0|0.7|122.3|0.2|0.026|27.2|0|0|0|66|13.4|74|536|5.3|178.2
octopus raw|23|0.3|0.002|4.2|0.6|0|0|13.6|0.064|22.7|0.059|0.043|1.4|0|0.3|0.074|15|1.5|8.5|99.1|0.5|23.044
spiny lobster cooked|233|3.2|0.5|43|5.1|0|0|146.7|0.4|108.8|0.060|0.068|3.4|0|0|0|102.7|2.3|83.1|339|11.9|159.731
blue mussels raw|129|3.4|0.6|17.9|5.5|0|0|42.0|0.4|120.9|0.028|0.003|12|0|0.8|0.012|39|5.9|51|480|2.4|83.72
queen crab cooked|98|1.3|0.2|20.2|0|0|0|60.4|0.6|63.8|0.007|0.040|6.1|0|0|0|28.1|2.4|53.6|170|3.1|58.197
dungeness crab cooked|140|1.6|0.2|28.3|1.2|0|0|96.5|0.5|93.1|0.060|0.039|4.6|0|0|0|74.9|0.5|73.7|518.2|6.9|111.171
dungeness crab raw|140|1.6|0.2|28.4|1.2|0|0|96.2|0.5|129.1|0.026|0.017|5.7|0|0|0|75|0.6|73.4|577|7|112.564
shrimp fried|52|3.2|0.7|1.3|4.8|0.086|0.1|9.9|0.2|7.2|0.010|0.075|0|0|0.4|0.040|4.9|0.1|2.7|13.9|0.069|14.433
shrimp raw|4|0.023|0.061|0.7|0.041|0|0|6.3|0.083|4.2|0.083|0.045|0|0.053|0.035|0.042|2.7|0.072|1.1|5.7|0.078|3.712
blue crab cooked|71|0.6|0.2|15.2|0|0|0|82.5|0.3|67.7|0.004|0.048|0.1|2.8|0|1.6|0.027|0.7|0.4|198.9|0.076|16.719
shrimp imitation|29|0.4|0.019|3.5|2.6|0|0|10.2|0.2|21.2|0.046|0.076|0|0|0|0|5.4|0.2|12.2|25.2|0.036|12.119
conch baked|165|1.5|0.5|33.4|2.2|0|0|82.6|0.2|88.1|0.099|0.088|0|0|8|0.016|124.5|1.8|302.3|207|2.2|163.446
squid raw|26|0.4|0.1|4.4|0.9|0|0|65.9|0.090|22.2|0.077|0.027|1.3|0|0.3|0|9.1|0.2|9.3|69.6|0.4|16.386
scallop raw|10|0.091|0.089|1.8|0.5|0|0|3.6|0.057|12.4|0.084|0.095|0|0|0|0|0.9|0.068|3.3|30.8|0.1|3.417
lobster raw|116|1.1|0.3|24.8|0|0|0|190.5|0.6|121.4|0.092|0.005|0|0|1.3|0|126|0.4|57|300|5.3|152.362
scallop imitation|28|0.1|0.065|3.6|3|0|0|6.2|0.2|20.9|0.008|0.040|0|0|0|0|2.3|0.058|12.2|29.1|0.019|9.105
blue crab raw|18|0.2|0.067|3.8|0.018|0|0|16.4|0.079|16.6|0.069|0.009|0.6|0|0|0|18.7|0.2|7.1|69.1|0.7|23.615
whelk raw|39|0.1|0.096|6.7|2.2|0|0|18.4|0.073|18.7|0.043|0.021|1.1|0|0.013|0.028|16.1|1.4|24.3|98.2|0.5|27.678
spiny lobster raw|234|3.2|0.5|43.1|5.1|0|0|146.3|0.4|154.8|0.025|0.008|4.2|0|0|0|102.4|2.5|83.6|376.2|11.9|160.501
clams canned|227|2.5|0.5|38.8|9.4|0|0|80.0|0.2|104.4|0.2|0.010|0|0.063|1.8|0.037|104|4.3|51.2|1004.80|1.3|159.2
lobster cooked|134|1.3|0.3|28.5|0|0|0|219.0|0.7|117.2|0.077|0.071|0.2|0|0|1.5|0|2.3|0.4|277.5|0.1|32.314
eastern oyster fried|29|1.8|0.5|1.3|1.7|0|0|10.4|0.015|9.4|0|0.016|0.6|0|0|0|9.1|1|8.5|35.6|12.7|15.5
clams raw|195|2.2|0.4|33.3|8.1|0|0|68.1|1.4|179.3|0.2|0.064|0|0|1.5|0.032|88.5|3.7|43.1|104.4|1.2|136.0
octopus cooked|139|1.8|0.4|25.3|3.7|0|0|81.6|0.4|51.4|0.090|0.031|6.8|0|1|0.088|90.1|8.1|51|535.5|2.9|135.853
eastern oyster raw|8|0.2|0.000|0.7|0.8|0|0|3.5|0.021|12.1|0.069|0.095|0.7|0|0|0|6.2|0.8|4.6|17.4|5.3|9.448
oyster fried|61|3|0.8|2.1|6.7|0|0|18.1|0.1|11.1|0.036|0.081|0.7|0|0|0|4.6|0.7|3.9|30.4|2.6|17.861
sturgeon smoked|49|1.2|0.3|8.8|0|0|0|22.6|0.2|17.7|0.020|0.011|0|0.048|0.1|0.022|4.8|0.3|13.3|107.3|0.2|15.175
chinook salmon smoked|159|5.9|1.3|24.9|0|0|0|31.3|1.1|97.9|0.019|0.007|0|0.090|1.8|0.039|15|1.2|24.5|238|0.4|47.038
cisco smoked|50|3.4|0.5|4.6|0|0|0|9.1|0.1|19.8|0.050|0.040|0|0.047|0.098|0.094|7.4|0.1|4.8|82.9|0.076|15.576
haddock smoked|33|0.3|0.049|7.1|0|0|0|21.8|0.2|20.2|0.087|0.080|0|0.074|0.2|0.078|13.9|0.4|15.3|117.4|0.1|21.719
whitefish smoked|147|1.3|0.3|31.8|0|0|0|44.9|1.4|96.3|0.086|0.017|0|0.078|0.3|0.097|24.5|0.7|31.3|575.3|0.7|58.398
red salmon sockeye filets smoked|373|12.3|2.8|65.5|0|0|0|167.4|0.065|25.8|0.047|0.088|0|0|1.3|0|62.6|1.1|62.6|1036.80|1.2|141.587
eggnog|224|10.6|6.6|11.6|20.4|20.4|0|149.9|0.1|209.7|0.1|0.006|3.8|0.055|0.5|0.011|330.2|0.5|48.3|419.1|1.2|377.2
beer light|96|0|0|0.8|5.4|0.3|0|0|0.095|313.1|0|0|0|0|0|0|13.2|0.014|16.5|69.3|0.044|19.456
beer budweiser|12|0|0|0.1|0.9|0|0|0|0.095|27.4|0|0|0|0|0|0|1.2|0|2.1|9.7|0|2.2
weizenbier erdinger|220|18|13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|18.0
beer light budweiser|9|0|0|0.066|0.4|0|0|0|0.016|28|0|0|0|0|0|0|0.9|0|2.1|7.7|0|1.32
beer|142|0|0|1.5|11.7|0|0|0|0.067|303.5|0|0|0|0|0|0|13.2|0.031|19.8|89.1|0.001|26.436
root beer|202|0|0|0|52.3|52.3|0|0|0.068|440.2|0|0|0|0|0|0|0|0.037|0.2|0|0.095|52.334
whiskey sour mix|26|0.072|0.069|0.051|6.3|6.3|0|0|0.073|23.1|0|0|0.8|0|0|0|0.6|0.047|0.3|8.3|0.080|7.914
whiskey sour|158|0|0.018|0|13.9|0|0|0|0.067|77|0|0|1.7|0|0|0|1.1|0.047|1.1|5.3|0.069|16.717
tequila sunrise|232|0.2|0|0.6|23.8|0|0|0|0.1|166.3|0|0|40.7|0|0|0|0|0.038|14.8|21.1|1.3|65.357
daiquiri|112|0.036|0.063|0.035|4.2|3.3|0.001|0|0.008|41.8|0|0|1|0|0.092|0.009|1.8|0.033|1.2|12.6|0.091|7.243
pina colada|245|2.7|2.3|0.6|32|31.5|0.4|0|0.089|91.6|0|0.038|0.019|6.9|0|0.056|0.080|0.1|0.3|9.9|0.064|35.877
whiskey|58|0|0|0|0.100|0.078|0|0|0|14.7|0|0|0|0|0|0|0|0.072|0|0.2|0.020|0.127
rum|49|0|0|0|0|0|0|0|0.053|14|0|0|0|0|0|0|0|0.045|0|0.4|0.050|0.049
vodka smirnoff|13|0.4|0.013|0|2|0.082|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.4
coffee liqueur|96|0.038|0.096|0.041|13.8|13.7|0|0|0.093|9.1|0|0|0|0|0|0|0.3|0.020|0.9|8.9|0.097|14.241
gin|53|0|0|0|0|0|0|0|0.029|12.4|0|0|0|0|0|0|0|0|0|0|0|0.0
dessert wine sweet|165|0|0|0.2|14.1|8|0|0|0.047|72.6|0|0|0|0|0|0|8.2|0.2|9.3|94.8|0.074|22.7
chenin blanc white wine|118|0|0|0.1|4.9|0|0|0|0|128.4|0|0|0|0|0|0|0|0|0|0|0|5.0
gamay red wine|115|0|0|0.1|3.5|0|14.4|0|0|0|128.6|0|0|0|0|0|0|0|0|0|0|146.6
late harvest white wine|172|0|0|0.1|20.6|0|13.1|0|0|0|119.8|0|0|0|0|0|0|0|0|0|0|153.6
gewurztraminer white wine|119|0|0|0.1|3.8|0|0|0|0|127.9|0|0|0|0|0|0|0|0|0|0|0|3.9
burgundy red wine|172|0|0|0.1|7.4|0|0|0|0|171.2|0|0|0|0|0|0|0|0|0|0|0|7.5
zinfandel red wine|129|0|0|0.1|4.2|0|0|0|0|126|0|0|0|0|0|0|0|0|0|0|0|4.3
muller thurgau white wine|112|0|0|0.1|5.2|0|13.3|0|0|0|129.2|0|0|0|0|0|0|0|0|0|0|147.8
mouvedre red wine|129|0|0|0.1|3.9|0|16.5|0|0|0|126.1|0|0|0|0|0|0|0|0|0|0|146.6
table wine|123|0|0|0.1|4|1.2|0|0|0.087|128.1|0|0|0|0|0|0|11.8|0.5|16.3|146.5|0.2|16.4
wine light|73|0|0|0.1|1.7|1.7|0|0|0.046|136.5|0|0|0|0|0|0|13.3|0.6|14.8|130.2|0.1|15.7
white wine|121|0|0|0.1|3.8|1.4|0|0|0.098|127.7|0|0|0|0|0|0.071|13.2|0.4|14.7|104.4|0.2|17.5
petite sirah red wine|125|0|0|0.1|3.9|0|15.7|0|0|0|126.7|0|0|0|0|0|0|0|0|0|0|146.4
non alcoholic wine|2|0|0|0.1|0.3|0.3|0|0|0.095|29|0|0|0|0|0|0|2.7|0.1|3|26|0.088|3.2
pinot noir red wine|121|0|0|0.1|3.4|0|0|0|0|127.8|0|0|0|0|0|0|0|0|0|0|0|3.5
pinot gris grigio white wine|122|0|0|0.1|3|0|0|0|0|127.9|0|0|0|0|0|0|0|0|0|0|0|3.1
riesling white wine|118|0|0|0.1|5.5|0|0|0|0|128.1|0|0|0|0|0|0|0|0|0|0|0|5.6
barbera red wine|170|0|0|0.1|5.6|0|0|0|0|172.6|0|0|0|0|0|0|0|0|0|0|0|5.7
lemberger red wine|118|0|0|0.1|3.6|0|15|0|0|0|127.9|0|0|0|0|0|0|0|0|0|0|146.6
merlot red wine|122|0|0|0.1|3.7|0.9|0|0|0.011|127.3|0|0|0|0|0|0|11.8|0.7|17.6|186.7|0.2|16.3
sangiovese red wine|126|0|0|0.1|3.9|0|0|0|0|126.7|0|0|0|0|0|0|0|0|0|0|0|4.0
sauvignon blanc white wine|119|0|0|0.1|3|0|0|0|0|128.1|0|0|0|0|0|0|0|0|0|0|0|3.1
syrah red wine|122|0|0|0.1|3.8|0|0|0|0|127.2|0|0|0|0|0|0|0|0|0|0|0|3.9
carignane red wine|370|0|0|0.4|12|0|0|0|0|439.4|0|0|0|0|0|0|0|0|0|0|0|12.4
pinot blanc white wine|119|0|0|0.1|2.9|0|0|0|0|128.1|0|0|0|0|0|0|0|0|0|0|0|3.0
semillon white wine|121|0|0|0.1|4.6|0|14.9|0|0|0|128.1|0|0|0|0|0|0|0|0|0|0|147.7
dessert wine dry|760|0|0|1|58.4|5.5|76.5|0|0|0.062|362.7|0|0|0|0|0|0|0.2|1.2|45|0.066|498.8
red wine|125|0|0|0.1|3.8|0.9|0|0|0.027|127.1|0|0|0|0|0|0.066|11.8|0.7|17.6|186.7|0.2|16.4
cabernet sauvignon red wine|166|0|0|0.1|5.2|0|0|0|0|173.1|0|0|0|0|0|0|0|0|0|0|0|5.3
muscat white wine|123|0|0|0.1|7.8|0|0|0|0|128.5|0|0|0|0|0|0|0|0|0|0|0|7.9
cooking wine|2|0|0|0.028|0.3|0.090|0|0|0.002|4.4|0|0|0|0|0|0|0.4|0.100|0.5|4.3|0.085|0.879
chardonnay white wine|168|0|0|0.1|4.3|1.9|0|0|0.027|173.7|0|0|0|0|0|0|18|0.5|20|142|0.2|22.9
claret red wine|122|0|0|0.1|4.4|0|15|0|0|0|127|0|0|0|0|0|0|0|0|0|0|146.5
rice sake|197|0|0|0.7|7.4|0|0|0|0.046|115.2|0|0|0|0|0|0|7.4|0.1|8.8|36.8|0.092|15.6
fume blanc white wine|121|0|0|0.1|3.3|0|15.4|0|0|0|127.9|0|0|0|0|0|0|0|0|0|0|146.7
cabarnet franc red wine|122|0|0|0.1|3.6|0|0|0|0|127.3|0|0|0|0|0|0|0|0|0|0|0|3.7
chocolate frosting|81|3.6|1.1|0.2|13|11.8|0.2|0|0.025|3.5|0|0|0|0|0.3|0|1.6|0.3|4.3|40.2|0.062|18.9
white sugar|19|0|0|0|5|4.9|0|0|0.012|0.021|0|0|0|0|0|0|0.046|0.078|0|0.1|0.050|5.037
egg substitute|115|0|0|24|4.8|4.8|0|0|0.5|208.8|0|0.039|1.2|0.006|3.8|0.063|175.2|4.8|36|511.2|2.4|210.0
agave syrup|21|0.081|0|0.025|5.3|4.7|0.010|0|0.090|1.6|0|0|0|0|0|0|0.088|0.042|0.034|0.3|0.008|5.456
splenda sweetener|336|0|0|0|91.2|80.3|0|0|0|8.8|0|0|0|0|0|0|0|0|0|4|0|91.2
vanilla extract|12|0.069|0.003|0.000|0.5|0.5|0|0|0.061|2.2|0|0|0|0|0|0|0.5|0.019|0.5|6.2|0.065|1.213
egg yolk dried|27|2.3|0.7|1.3|0.054|0.002|0|92.3|0.071|0.1|0.010|0.092|0|0.065|0.2|0.074|12.3|0.4|1|10.6|0.3|16.368
granulated sugar|16|0|0|0|4.2|4.2|0|0|0.019|0.055|0|0|0|0|0|0|0.027|0.010|0|0.033|0.050|4.253
baking chocolate|145|15.2|9.4|3.7|8.7|0.3|4.8|0|0.049|0.4|0|0|0|0|0.1|0.097|29.3|5|94.8|240.7|2.8|66.7
bakers yeast|18|0.3|0.089|1.4|3.1|0|1.4|0|0.066|11.7|0|0|0.040|0|0|0|3.2|0.6|6.8|102.2|1.7|10.078
fondant|106|0.009|0|0|26.4|25.2|0|0|0.022|1.9|0|0|0|0|0|0|0.8|0.090|0|1.1|0.037|27.396
brown sugar|16|0|0|0.024|4.1|4.1|0|0|0.094|0.087|0|0|0|0|0|0|3.5|0.071|0.4|5.6|0.080|7.622
white frosting dry|768|0|0|4.8|196.4|0|0|0|0.5|3.9|0|0|0|0|0|0|8.3|0.2|6.2|242.2|0.010|209.7
maple sugar|42|0.061|0.076|0.036|10.9|10.2|0|0|0.031|1|0|0|0|0|0|0|10.8|0.2|2.3|32.9|0.7|21.961
fructose sweetener|15|0|0|0|4.2|3.9|0|0|0.013|0|0|0|0|0|0|0|0|0.067|0|0|0|4.274
saccharin sweetener|360|0|0|0.9|89.1|85.2|0|0|0.4|8.8|0|0|0|0|0|0|0|0.058|0|4|0.079|90.082
egg white raw|17|0.063|0|3.6|0.2|0.2|0|0|0.038|28.9|0|0.041|0|0|0|0|2.3|0.045|3.6|53.8|0.001|6.196
turbinado sugar|18|0|0|0|4.6|4.6|0|0|0.008|0.082|0|0|0|0|0|0|0.6|0.018|0.016|1.3|0.003|5.24
vanilla frosting|1931|75|13.7|0|313.7|291.5|0|0|0.9|69.6|0|0|0|0|7.1|0.032|13.9|0.7|4.6|157.1|0.3|403.3
aspartame sweetener|365|0|0|2.2|89.1|80.7|0|0|0|8.8|0|0|0|0|0|0|0|0.022|0|4|0.068|91.381
egg raw|80|5.3|1.8|7|0.4|0.2|0|208.3|0.080|42.6|0.066|0.013|0|0.038|0.6|0.016|31.4|1|6.7|77.3|0.7|45.156
pineapple topping|860|0.3|0.066|0.3|225.8|71.4|1.4|0|0.1|112.2|0|0|10.5|0|0.054|0.032|20.4|0.4|20.4|146.2|0.2|259.1
egg white dried|26|0.087|0|5.8|0.3|0|0|0|0.052|0.6|0|0.077|0|0|0|0|6.2|0.028|5|78.1|0.000|12.343
egg yolk raw|55|4.5|1.6|2.7|0.6|0.080|0|184.5|0.006|8.9|0.009|0.098|0|0.078|0.4|0.034|21.9|0.5|0.9|18.5|0.4|30.27
baking soda|0|0|0|0|0|0|0|0|1.3|0.018|0|0|0|0|0|0|0|0|0|0|0|0.0
