pastrami beef|104|4.1|1.9|15.5|0.3|0.080|0|48.3|0.8|49.4|0|0.072|0.2|0.090|0.085|0.038|7.1|1.6|12.1|149.1|3.5|28.8
beef flank steak raw|47|2.3|1|6|0|0|0|19.2|0.054|19.7|0|0.046|0|0.097|0.034|0.072|7.6|0.4|6.2|93.4|1.1|16.3
beef top sirloin steak cooked|430|25.2|9.9|47.7|0|0|0|162.8|0.055|103.3|0|0.072|0|0.009|0.8|0.069|35.4|3.1|38.9|594.7|8.6|111.4
veal breast raw|943|66.9|26.7|79.2|0|0|0|322.1|0.3|307|0|0|0|0|0|0|31.8|2.4|81.6|1297.30|10.6|180.3
beef rib raw|1433|123.8|51.2|73.8|0|0|0|322.1|0.2|247.3|0|0.061|0|0|0|0|36.3|7.8|72.6|1179.40|17|241.7
beef jerky|82|5.1|2.2|6.6|2.2|1.8|0.4|9.6|0.4|4.7|0|0.061|0|0.022|0.018|0.081|4|1.1|10.2|119.4|1.6|19.4
beef breakfast strips cooked|51|3.9|1.6|3.5|0.2|0|0|13.4|0.3|3|0|0.001|0|0.025|0.050|0.016|1|0.4|3.1|46.6|0.7|9.0
pork olive loaf|66|4.6|1.6|3.3|2.6|0|0|10.6|0.3|16.3|0.019|0.030|0|0.024|0.031|0.065|30.5|0.2|5.3|83.2|0.4|41.265
beef luncheon meat jellied|31|0.9|0.4|5.3|0|0|0|9.5|0.4|20.9|0|0.068|0|0|0|0|2.8|1|5|112.6|1|10.0
turkey pastrami|38|1.8|0.5|4.6|0.5|1|0.062|19.4|0.3|20.4|0.057|0.043|2.3|0.003|0.058|0|3.1|1.2|4|98.3|0.6|13.579
pork salami|41|3.4|1.2|2.3|0.2|0|0|7.9|0.2|3.6|0|0.035|0|0|0|0|1.3|0.1|2.2|37.8|0.4|7.3
canadian style bacon raw|45|2|0.6|5.9|0.5|0|0|14.3|0.3|19.1|0|0.017|0|0.004|0.035|0|2.3|0.2|4.8|98|0.4|10.9
honey loaf|85|3.6|1.3|9.9|2.6|2.6|0|26.2|0.4|38.4|0|0.028|0|0.021|0.1|0.048|30.8|0.6|11.4|224.6|1.8|47.5
pork beef salami|37|3.1|1.1|2.1|0.076|0.008|0|10.6|0.2|4|0.093|0|0.032|0|0.059|0.088|0|0.042|0.1|18.8|0.060|5.334
beef pork bologna|92|7.4|2.8|4.6|1.6|1.3|0|18|0.3|15.6|0.078|0.060|0.2|0.045|0|0.002|25.5|0.4|5.1|94.5|0.7|39.702
pork beef salami cooked|41|3.2|1.1|2.7|0.3|0.1|0|10.9|0.2|5.6|0|0.014|0|0.090|0.075|0.048|1.8|0.2|2.3|38.9|0.4|8.2
pork breakfast strips raw|88|8.4|2.9|2.7|0.2|0|0|15.6|0.2|10.7|0|0.066|6.1|0|0|0|1.8|0.2|2.7|46.1|0.4|19.4
pickle pimiento loaf|86|6.1|2|4.3|3.2|3.2|0.6|22|0.4|22.9|0.007|0.063|3|0.079|0.2|0.036|41.4|0.5|12.9|141|0.6|59.105
luxury loaf|39|1.3|0.4|5.2|1.4|0|0|10.1|0.3|19.1|0|0.055|0|0.080|0|0|10.1|0.3|5.6|105.6|0.9|18.3
mortadella|47|3.8|1.4|2.5|0.5|0|0|8.4|0.2|7.8|0|0.011|0|0.021|0.067|0.018|2.7|0.2|1.7|24.5|0.3|9.7
pork bologna|69|5.6|1.9|4.3|0.2|0|0|16.5|0.3|17|0|0.087|0|0.032|0.035|0.040|3.1|0.2|3.9|78.7|0.6|13.4
turkey salami cooked|9|0.5|0.1|1|0.081|0.063|0.054|3.8|0.023|3.4|0.085|0.048|0|0.057|0.017|0.094|2|0.026|1.1|10.8|0.1|3.796
pepperoni beef|10|0.9|0.3|0.5|0|0|0|2.1|0.090|0.6|0|0.032|0.097|0.040|0|0.043|0.4|0.035|0.4|5.6|0.027|1.902
peppered loaf|42|1.8|0.6|4.9|1.3|1.3|0|13.1|0.2|19.2|0|0.012|0|0.079|0.084|0.032|15.4|0.3|5.7|112.3|0.9|23.7
luncheon meat beef|10|0.3|0.1|1.8|0|0|0|3.2|0.1|6.9|0|0.5|0|0.026|0.059|0.076|0.9|0.3|1.7|37.4|0.3|3.3
lebanon bologna|98|6|1.6|10.8|0.3|0|0|31.4|0.8|37.5|0.052|0.093|0.5|0.065|0.3|0.073|11.4|1.2|11.4|188.1|2.2|30.243
chicken pork bologna|94|8.6|2.8|2.9|1.2|0|0|24.4|0.3|14.2|0.010|0.001|3.7|0|0.2|0.048|54.9|0.3|4.5|45.4|0.3|71.678
turkey roll|40|1.9|0.6|4.9|0.6|0|0|14.9|0.1|18.9|0|0.075|0|0.075|0.009|0|8.6|0.4|4.9|72.9|0.5|16.4
beef salami cooked|68|5.8|2.6|3.3|0.5|0.4|0|18.5|0.3|15.6|0|0.012|0|0.044|0.093|0.082|1.6|0.6|3.4|48.9|0.5|11.8
yachtwurst cooked|150|12.7|4.4|8.3|0.8|0|0|35.8|0.5|32.6|0|0|0|0|0|0|10.6|0.6|0|0|0|33.0
italian salami|43|3.7|1.3|2.2|0.1|0.1|0|8|0.2|3.5|0|0.071|0|0|0|0|1|0.2|2.2|34|0.4|7.2
turkey ham|38|1.6|0.1|5.5|0.3|0.1|0|18.8|0.3|20.2|0|0.044|0|0|0.1|0|1.4|0.4|5.6|83.7|0.7|9.2
turkey bologna|59|4.5|1.2|3.2|1.3|0.8|0.1|21|0.3|18.1|0.025|0.000|3.7|0.032|0.1|0.037|34.4|0.8|4.5|37.8|0.4|48.096
sliced turkey breast|17|0.6|0.1|2.4|0.4|0.1|0|7.8|0.1|12.2|0.038|0.021|0.006|0|0.049|0.007|0|0.023|0.051|39.8|0.097|3.572
luncheon meat pork beef|99|9|3.2|3.5|0.7|0|0|15.4|0.4|13.8|0|0.028|0|0.094|0.038|0.058|2.5|0.2|3.9|56.6|0.5|15.9
beef bologna|90|7.8|3.1|3.3|1.3|0.6|0|17.1|0.3|16.6|0.4|0.052|0.085|4.6|0.083|0.2|0.053|0.010|0.4|46.2|0.018|12.962
turkey bacon cooked|313|22.9|6.8|24.3|2.5|0|0|80.4|1.9|26.7|0|0.045|0|0.076|0.8|0.028|7.4|1.7|23.8|323.9|2.5|58.8
ground emu cooked|178|5.1|1.4|31|0|0|0|94.8|0.025|71.8|0.2|0.038|0.9|0|0|0.3|0.044|0.3|5.5|293.2|0.044|37.595
ostrich leg raw|94|1.5|0.5|19|0|0|0|56.1|0.067|64.6|0|0.097|0|0|0.2|0|4.3|2|18.7|272|3.3|26.8
ostrich strip raw|108|2.4|0.8|20.1|0|0|0|62.1|0.086|63|0|0.030|0|0|0.2|0|4.3|3.6|19.6|280.5|3.4|30.4
emu fillet cooked|607|9.1|2.3|123.2|0|0|0|323.1|0.2|261.7|0|0.062|0|0|0.9|0|23.6|18|118.2|1564.20|12.6|173.9
ostrich tenderloin raw|105|2.7|1|18.8|0|0|0|68|0.005|63.3|0|0.049|0|0|0.2|0|5.1|4.1|18.7|272|3.3|30.7
emu drums cooked|649|8.4|2.7|134.7|0|0|0|378.6|0.5|267.5|0.084|0.084|0|0|1|0|25|30.2|137.3|1297.90|21.2|198.375
green turtle raw|25|0.1|0.015|5.6|0|0|0|14.2|0.099|22.2|0.089|0.019|0|0|0.1|0.081|33.4|0.4|5.7|65.1|0.3|39.567
ground bison cooked|448|21.6|8.7|63.6|0|0|0|177.5|0.2|162.7|0|0.006|0|0|0.5|0.011|35|8|57.5|882.5|13.4|128.2
goat meat raw|494|10.5|3.2|93.4|0|0|0|258.6|0.4|344|0|0.030|0|0|0|0|59|12.8|0|1746.40|18.1|175.7
ground emu raw|157|4.7|1.2|26.6|0|0|0|80.7|0.062|85.3|0|0.051|0|0|0.3|0|8.2|4.7|28.1|374.4|4.1|44.2
ground ostrich raw|180|9.5|2.4|22|0|0|0|77.4|0.021|77.5|0|0.032|0|0|0.3|0|7.6|3.2|21.8|317.2|3.8|42.3
ostrich tip cooked|123|2.2|0.9|24.2|0|0|0|72.3|0.086|58.2|0|0.077|0|0|0.2|0|5.1|2.4|21.3|307.7|4.1|33.9
caribou cooked|210|6.4|2.5|38|0|0|0|141.2|0.004|86.4|0.1|0.032|0|0|1.2|0.009|6.6|6.3|31.7|323.4|5.7|57.4
ground ostrich cooked|163|6.6|1.7|24.3|0|0|0|77.2|0.099|62.4|0.2|0.045|0.5|0|0.033|0.2|0.000|0.1|3.2|208.3|0.033|31.712
ostrich leg cooked|120|1.6|0.6|24.7|0|0|0|62.1|0.016|59.5|0|0.023|0|0|0.2|0|5.1|2.7|21.3|299.2|4|34.1
ostrich top loin cooked|132|3.3|1.1|23.9|0|0|0|79.1|0.029|57.8|0.1|0.082|0.5|0|0|0.2|0.046|0.1|2.8|208.3|0.017|27.982
ostrich strip cooked|139|3.6|1.5|25|0|0|0|82.5|0.034|56.6|0|0.081|0|0|0.2|0|4.3|4.1|22.1|311.1|4.2|37.0
ostrich tip raw|97|2|0.7|18.6|0|0|0|61.2|0.041|64.7|0|0.017|0|0|0.2|0|4.3|2.4|18.7|263.5|3.2|27.3
ostrich round raw|99|2|0.7|18.7|0|0|0|60.4|0.074|64.3|0|0.012|0|0|0.2|0|4.3|3|18.7|267.8|3.2|28.0
ground bison raw|124|6.1|2.5|17.2|0.099|0|0|46.8|0.042|60.9|0|0.008|0|0|0.2|0.023|9.4|2.4|17.9|278.8|3.9|35.102
ostrich fan raw|99|2.3|0.8|18.5|0|0|0|62.1|0.040|64.5|0|0.090|0|0|0.2|0|5.1|3.7|18.7|261.8|3.2|29.6
ostrich top loin raw|101|2.5|1|18.4|0|0|0|63.8|0.073|64|0|0.032|0|0|0.2|0|5.1|2.7|18.7|265.2|3.2|28.7
veal brain cooked|461|32.6|7.4|38.9|0|0|0|10509.00|0.5|260.7|0|0.084|44.1|0|0|0|54.2|5.7|54.2|725.5|5.5|175.5
veal tongue cooked|515|25.8|11.1|65.9|0|0|0|606.9|0.2|163.4|0|0.016|15.3|0|0|0|23|5.3|45.9|413.1|11.5|135.3
beef heart cooked|47|1.3|0.4|8.1|0.057|0|0|60|0.024|18.6|0.016|0.047|0.048|0|0.022|0.089|0.038|0.2|1.8|71.9|0.015|9.714
turkey liver cooked|100|4.3|1.2|14.3|0|0|0|343.4|0.083|33.9|5.7|0.096|12|0|0.083|0.068|10.1|0.9|13.8|81.1|2.4|47.3
veal thymus cooked|35|0.9|0.3|6.4|0|0|0|99.1|0.036|20.8|0|0.095|11.2|0|0.079|0|1.1|0.4|6.8|123.1|0.6|20.0
beef brain cooked|688|55.6|13.1|44.1|0|0|0|7002.50|0.6|248.3|0|0.057|11.6|0|0|0|31.6|7.8|52.7|1242.50|4.7|150.7
beef pancreas cooked|602|38.2|13.1|60.2|0|0|0|581.6|0.1|123.4|0|0.052|45.1|0|0|0|35.5|5.8|46.6|546.1|10.2|184.8
beef tripe cooked|80|3.4|1.2|10|1.7|0|0|133.5|0.045|69.4|0|0.053|0|0|0.1|0|68.9|0.6|12.8|35.7|1.5|84.6
chicken gizzard cooked|223|3.9|1|44.1|0|0|0|536.5|0.069|98.5|0|0.095|0|0|0.3|0|24.7|4.6|4.4|259.6|6.4|77.3
pork pancreas cooked|537|26.5|9.1|69.8|0|0|0|771.8|0.1|147.7|0|0.058|14|0|0|0|39.2|6.6|56.4|411.6|10.5|156.1
beef tongue cooked|80|6.3|2.3|5.5|0|0|0|37.4|0.029|16.4|0|0.072|0.4|0.067|0.074|0.049|1.4|0.7|4.2|52.1|1.2|14.3
lamb heart cooked|353|15.1|6|47.7|3.7|0|0|475.6|0.1|122.6|0|0.051|13.4|0|0|0|26.7|10.5|45.8|359.1|7|117.1
beef spleen cooked|447|12.9|4.3|77.3|0|0|0|1068.80|0.2|215.5|0|0.060|154.9|0|0|0|37|121.2|58.5|874.7|8.6|403.3
veal kidneys cooked|300|10.4|3.2|48.4|0|0|0|1455.40|0.2|124.5|0.4|0.002|14.7|0|0|0|53.4|5.6|44.2|292.6|7.8|132.9
chicken heart cooked|268|11.5|3.3|38.3|0.1|0|0|350.9|0.081|94|0.033|0.034|2.6|0|0|0|27.6|13.1|29|191.4|10.6|93.286
lamb tongue cooked|701|51.7|20|55|0|0|0|482|0.2|147.5|0|0.027|17.9|0|0|0|25.5|6.7|40.8|402.9|7.6|156.8
veal heart cooked|368|13.4|3.6|57.7|0.3|0|0|348.5|0.1|123.1|0|0.048|19.8|0|0|0|15.8|8.6|35.6|394|4.4|115.6
chicken liver cooked|76|2.8|0.9|11.3|0.5|0|0|248.2|0.079|28.7|0.006|0.2|0.4|1.2|0|0.3|0|0.2|5.7|194.5|0.052|15.238
lamb pancreas cooked|541|34.9|15.8|52.7|0|0|0|924|0.1|137.8|0|0.026|46.2|0|0|0|27.7|4.9|43.9|672.2|6.2|166.4
veal spleen cooked|445|10|3.3|83.1|0|0|0|1542.20|0.2|245.8|0|0.051|138|0|0|0|24.2|25.4|48.3|741.8|6.6|280.7
lamb liver cooked|739|29.6|11.5|102.7|8.5|0|0|1683.40|0.2|190.4|25.2|0.3|13.4|0|0|0|26.9|27.8|73.9|742.6|26.5|234.1
turkey gizzard cooked|70|2.1|0.5|11.9|0|0|0|203.4|0.031|31.1|0.091|0.067|2.8|0|0.025|0|7.7|1.7|9.5|86.9|1.8|26.231
lamp spleen cooked|460|14.1|4.7|78.1|0|0|0|1135.80|0.2|195.8|0|0.028|76.7|0|0|0|38.4|114.1|62|731.6|11.6|321.4
turkey heart cooked|35|1.5|0.4|5|0|0|0|71.8|0.046|13.4|0.085|0.089|0.6|0|0.013|0|4.2|1.4|5.6|40.6|0.9|12.759
beef liver cooked|130|3.6|1.2|19.8|3.5|0|0|269.3|0.068|40|0.2|0.2|0.7|1.3|0.034|0.3|0.070|9.7|4.4|338|0.023|37.539
lamb lungs cooked|431|11.8|4|75.7|0|0|0|1082.00|0.3|288.9|0.1|0.100|106.7|0|0|0|45.7|17.4|41.9|483.9|7.4|257.4
pork brain cooked|527|36.3|8.2|46.4|0|0|0|9748.60|0.3|289.9|0|0.031|53.5|0|0|0|34.4|7|45.8|744.9|5.7|177.6
goose liver|125|4|1.5|15.4|5.9|0|0|484.1|0.1|67.5|8.8|0.022|4.2|0|0|0|40.4|28.7|22.6|216.2|2.9|107.4
pork kidneys cooked|211|6.6|2.1|35.6|0|0|0|672|0.1|96.2|0.1|0.028|14.8|0|0|0|18.2|7.4|25.2|200.2|5.8|82.7
lamb brain cooked|503|35.3|9|43.5|0|0|0|7089.20|0.5|262.8|0|0.088|41.6|0|0|0|41.6|5.8|48.6|711.4|4.7|167.8
pork heart cooked|215|7.3|1.9|34.2|0.6|0|0|320.5|0.053|98.7|0.017|0.000|2.9|0|0|0|10.2|8.5|34.8|298.7|4.5|63.745
lamb kidneys cooked|349|9.2|3.1|60.3|2.5|0|0|1440.80|0.4|179.6|0.3|0.2|30.6|0|0|0|45.9|31.6|51|453.9|9.7|180.4
beef lungs cooked|364|11.2|3.8|61.8|0|0|0|839.3|0.3|231.5|0.095|0.090|99.1|0|0|0|33.3|16.4|30.3|524.2|5|221.858
veal pancreas cooked|614|35|12|69.8|0|0|0|0|0.2|133.7|0|0.082|14.4|0|0|0|43.2|5.7|57.6|667.2|12.5|168.1
pork liver cooked|584|15.6|5|92.1|13.3|0|0|1256.70|0.2|227.7|19.1|0.071|83.5|0|0|0|35.4|63.4|49.6|531|23.8|322.4
beef kidneys cooked|45|1.3|0.3|7.7|0|0|0|202.6|0.029|18.9|0|0.013|0|0.095|0.099|0|5.4|1.6|3.4|38.2|0.8|16.0
turkey giblets cooked|164|6.3|1.6|25.1|0|0|0|495|0.1|63.3|0.095|0.3|0.5|0|0|0.1|0.014|0.7|3.2|236.6|0.072|32.643
duck liver raw|60|2|0.6|8.2|1.6|0|0|226.6|0.089|31.6|5.3|0.046|2|0|0|0|4.8|13.4|10.6|101.2|1.4|37.3
veal liver cooked|154|5|1.6|22.7|3|0|0|408.8|0.046|47.9|0.2|0.3|0.7|0.9|0|0.5|0.043|12|4.1|368|0.043|43.638
pork lungs cooked|297|9.3|3.3|49.8|0|0|0|1161.00|0.2|240|0|0.049|23.7|0|0|0|24|49.2|36|453|7.4|156.0
veal lungs cooked|312|7.9|2.7|56.2|0|0|0|789|0.2|232.8|0|0.016|102|0|0|0|21|10.8|24|426|3.6|197.9
beef thymus cooked|1215|95.2|32.8|83.2|0|0|0|1120.10|0.4|201.3|0|0.092|115.1|0|0|0|38.1|5.7|38.1|1649.70|8.4|337.3
ham|46|2.5|0.1|4.6|1|0.3|0.4|16|0.2|18.8|0|0.074|1.1|0.080|0.076|0|6.7|0.3|6.2|80.4|0.4|16.6
pork meat cooked|283|14.1|4.4|14.1|0|0|0|112.6|0.7|79.2|0.020|0.044|0|0.095|0|0|10.7|0.7|41.5|615.1|2.6|39.657
bacon roasted|43|3.3|1.1|3|0.1|0|0|8.8|0.034|1|0|0.007|0.090|0|0.002|0.039|0.097|0.096|0.1|42.6|0.090|6.516
pork top loin roasts raw|3644|182.8|35.1|468.4|0|0|0|1404.80|1|1539.60|0.090|0.075|0|0.042|2.6|0|153.7|11.6|526.8|7858.10|38|816.574
pork blade roll raw|76|6.2|2.2|4.7|0|0|0|15|0.4|16.7|0|0.080|0.014|0|0|0|2|0.2|3.7|83.5|0.7|13.143
pork backribs raw|2399|174.9|61.9|204.2|0|0|0|739|0.9|679.8|0.035|0.028|0|0.025|2.6|0|332|8.1|171.4|2645.40|27.2|719.224
pork spareribs cooked|703|53.6|19.7|51.4|0|0|0|214.2|0.2|71.5|0.065|0.016|0|0.043|0.6|0|83.2|3.3|42.5|566.4|8.1|191.598
pork stomach cooked|44|2.1|0.8|6.1|0.029|0|0|89.4|0.035|20|0|0.067|0|0|0.087|0|4.2|0.3|4.2|24.1|0.8|12.779
honey smoked ham cooked|67|1.3|0.6|9.9|4|0|0|12.1|0.5|38.5|0|0.091|0.3|0|0|0|3.3|0.2|4.4|90.8|0.5|19.0
boston butt steak raw|844|56.1|19.7|79|0|0|0|281.2|0.3|313.8|0.051|0.088|0|0.028|1|0|72.6|5.1|90.7|1442.40|14|212.848
pork sirloin chops cooked|140|4.5|1.5|23.3|0|0|0|65.6|0.001|53.9|0.075|0|0.4|0|0.010|0.1|0|0.012|0.6|238.6|0.043|28.239
pork country style ribs raw|242|15.1|3|24.8|0|0|0|94.7|0.061|87.3|0.009|0.055|0|0.028|0.3|0|28.2|1.1|26.9|407|3.6|69.223
ham patties|205|18.3|6.6|8.3|1.1|0|0|45.5|0.7|35.4|0|0.084|0|0|0|0|5.2|0.7|6.5|155.4|1|33.6
pork feet cooked|67|4.5|1.2|6.2|0|0|0|30.3|0.046|17.8|0|0.048|0|0|0.054|0|0|0.3|1.4|9.3|0.3|11.0
ground pork cooked|930|65|24.2|80.4|0|0|0|294.2|0.2|165.1|0.010|0.058|2.2|0.066|0.7|0|68.9|4|75.1|1133.10|10|220.513
pork centre loin chops cooked|328|17.4|5.5|40.2|0|0|0|131.9|0.065|97.8|0.2|0|1.1|0|0.089|0.2|0|0.1|1.2|345.4|0.070|59.0
pork leg cap steak cooked|307|8.6|2.6|53.5|0|0|0|157.1|0.1|133.3|0|0.068|0|0|0.2|0|13.6|1.9|44.6|710|8|77.6
pork blade chops raw|376|15.4|5.2|55.8|0|0|0|155.2|0.2|191.6|0.039|0.055|0|0.067|0.5|0|78.9|1.9|47.3|823.2|7.2|152.089
pork tenderloin raw|606|17.8|6|104.3|0|0|0|328.3|0.3|378.6|0|0.023|0|0.075|1.1|0|30.3|4.9|136.4|1984.70|9.4|157.3
pork sirloin chops raw|1090|23.3|8.2|205.5|0|0|0|567.6|0.6|669.4|0.023|0.083|0|0.005|1.5|0|81.1|5|207.2|3189.50|15.5|314.931
pork leg cap steak raw|284|7.8|2.7|50|0|0|0|145.5|0.2|173.7|0|0.072|0|0|0.2|0|16.2|1.9|50.8|843.2|7.3|75.9
pork carcass raw|1706|159.1|56.4|63.1|0|0|0|335.7|0.2|226|0.007|0.096|1.8|0|1.3|0|86.2|3.1|59|1147.60|7.2|313.327
pork splean cooked|446|9.6|3.2|84.3|0|0|0|1507.00|0.3|199.4|0|0.071|34.7|0|0|0|38.9|66.5|44.9|678.7|10.6|234.0
chopped ham|50|2.9|1|4.6|1.2|0|0|16.5|0.3|18.3|0|0.006|0|0.025|0.087|0|2|0.2|4.5|89.3|0.5|10.9
pork centre loin chops raw|338|18|6|41.2|0|0|0|137.3|0.1|138.7|0.048|0.020|0|0.062|0.2|0|37.8|1.3|49.8|682.6|3.5|98.301
pork blade chops cooked|265|14.6|4.3|32.4|1.1|0|0|100.9|0.072|81.4|0.069|0.068|0|0.028|0.3|0|10.5|1.2|31.4|533.2|3|59.882
boston butt steak cooked|494|32.7|12.2|46.4|0|0|0|181.3|0.1|101.7|0.066|0.064|0|0.051|0.2|0|48.1|3.2|42.6|564.3|9|130.498
pork meat raw|179|18.6|6.2|2.6|0|0|0|20.4|0.021|7|0.094|0.086|0|0.055|0.1|0|4|0.070|1.7|94.2|0.2|25.261
pork top loin chops raw|287|12.8|4.5|39.9|0|0|0|124|0.099|130.2|0.074|0.087|0|0.089|0.2|0|13|0.9|48.1|690.1|2.9|66.684
pork blade steak braised|694|44.7|16.6|68.2|0.087|0|0|256.1|0.4|148.2|0.4|0|1.2|0|0.032|0.3|0|0.5|4.5|599.3|0.1|115.063
pork boston steaks cooked|438|28.1|10.1|43.2|0|0|0|160.6|0.1|96.8|0.060|0.046|0.5|0.091|0.5|0|60.8|2.4|35.5|550.9|7.6|135.049
bacon cooked|43|3.1|1.1|3.5|0.068|0|0|10.1|0.2|1.9|0.053|0|0.047|0|0|0.009|0|0.047|0.1|35.4|0.064|6.747
pickled pork hocks|48|3|0.9|5.4|0|0|0|25.2|0.3|19.2|0.055|0.061|0|0|0.047|0|5.4|0.3|1.7|13.3|0.7|14.146
pork boston roast cooked|705|49.4|18.3|60.5|0|0|0|225.3|0.2|150.6|0.061|0.041|1.8|0.029|0.5|0|73.4|3.8|47.2|869.8|10.4|188.948
canadian style bacon grilled|43|2|0.7|5.7|0.3|0|0|13.6|0.4|14.5|0|0.030|0|0.048|0.061|0|2.4|0.2|4.9|91.7|0.4|10.6
ham steak|70|2.4|0.8|11.1|0|0|0|25.7|0.7|41.2|0|0.080|18.4|0|0|0|2.3|0.6|10.8|185.3|1.2|34.8
pork backfat|3683|402.3|146.1|13.2|0|0|0|258.6|0.064|34.9|0.032|0.035|0.5|0.003|0|0|9.1|0.8|9.1|294.8|1.7|425.932
bacon baked|44|3.5|1.1|2.9|0.1|0|0|8.7|0.2|1|0|0.095|0.084|0|0|0.038|0.047|0.054|0.1|41|0.003|6.673
pork arm picnic raw|5298|343.4|113.6|513.6|0|0|0|1729.40|2.3|1875.90|0.1|0.040|0|0.064|5.8|0|329.4|15.6|494.1|11336.90|59|1202.1
salt pork raw|212|22.8|8.3|1.4|0|0|0|24.3|0.8|3.1|0|0.049|0|0.035|0|0|1.7|0.1|2|18.7|0.3|26.0
pork arm picnic cooked|5292|322.7|109.3|560.3|0|0|0|1936.70|2.2|1351.90|0.007|0.086|0|0.062|5.9|0|360.3|20.7|495.4|8039.60|69.8|1264.074
pork top loin chops cooked|270|11.2|4.3|39.4|0|0|0|97.2|0.064|84.3|0.062|0|0.7|0|0.043|0.3|0|0.1|1.2|298.4|0.079|51.481
ground pork raw|329|26.5|9.8|21.1|0|0|0|90|0.033|76.3|0.034|0.005|0.9|0|0|0|17.5|1.1|23.8|358.8|2.8|67.15
pork shoulder raw|1070|81.6|28.3|77.9|0|0|0|322.1|0.3|290.4|0.087|0.034|3.2|0.025|0.9|0|68|4.8|81.6|1369.90|12.2|235.572
pork chitterlings cooked|66|5.8|2.7|3.5|0|0|0|78.4|0.078|19.2|0|0.024|0|0|0|0.083|0|0.056|0.4|18.7|0.070|9.329
pork breakfast strips cooked|52|4.1|1.4|3.3|0.1|0|0|11.9|0.2|3|0|0.020|0|0.066|0.057|0|1.6|0.2|2.9|52.7|0.4|9.3
pork blade roll roasted|1079|88.3|31.5|65|1.4|0|0|251.9|3.7|211.2|0|0.007|12|0|0|0|26.3|3.3|48.9|729.4|9.2|196.3
pork tail cooked|1089|98.5|34.2|46.8|0|0|0|354.8|0.093|128.4|0|0.061|0|0|0|0|38.5|2.2|19.3|431.8|4.5|186.0
pork centre rib roasts raw|275|9.7|3.3|44|0|0|0|113.1|0.1|146.2|0|0.094|0|0.072|0.3|0|48.5|1.2|50.5|725.2|4|103.4
pork centre rib roasts roasted|1942|114.9|42.6|211.3|0|0|0|610.7|0.7|452.3|0.8|0|3.8|0|0.094|1.6|0|0.7|7.5|1800.90|0.3|331.5
minced ham|55|4.3|1.5|3.4|0.4|0|0|14.7|0.3|12|0|0.059|0|0.058|0.012|0|2.1|0.2|3.4|65.3|0.4|10.4
ham roasted|316|21.3|7.1|28.7|0.6|0|0|86.8|1.3|85.3|0|0.054|19.6|0|0|0|11.2|1.9|23.8|499.8|3.5|83.3
pork loin raw|232|14.7|5.1|23.1|0|0|0|73.7|0.003|78.3|0.049|0.019|0.7|0.044|0.2|0|21.1|0.9|24.6|416.5|2|60.563
pork backribs roasted|2564|188.9|68.5|202|0|0|0|737.5|0.8|481.3|1.7|0|3.6|0|0.068|2.2|0|0.9|8.1|1448.70|0.3|397.1
pork belly raw|2350|240.5|87.7|42.4|0|0|0|326.6|0.1|166.7|0.095|0.075|1.4|0|1.8|0|22.7|2.4|18.1|839.2|4.6|309.486
ham raw|266|18.2|6|23.8|0.046|0|0|54.6|1.5|93.2|0|0.034|0|0.054|0.3|0|8.4|1.2|19.6|442.4|2.3|51.697
ham extra lean|45|2.3|0.8|5.1|0.6|0|0|14.8|0.4|18.7|0|0.097|0|0.094|0.040|0|2|0.3|5|83.2|0.6|10.3
pork feet pickled|635|45.5|13.4|52.8|0.029|0|0|376.5|4.3|340.2|0.098|0.003|0|0.010|1|0|145.2|1.4|49.9|59|0.9|245.019
pork shoulder cooked|394|28.9|10.6|31.4|0|0|0|121.5|0.001|74|0.004|0.007|0.7|0.007|0.3|0|32.4|1.8|24.3|444.2|5|95.226
pork top loin roasts roasted|1628|74.8|24.1|224.3|0|0|0|678.4|0.4|540.7|0.7|0|5.9|0|0.017|0.9|0|0.7|5.4|1891.00|0.3|306.4
pork skin|154|8.9|3.2|17.3|0|0|0|26.9|0.5|0.5|0.037|0.036|0.1|0|0.1|0|8.5|0.2|3.1|35.9|0.2|35.03
pork country style ribs cooked|235|15.2|5.4|22.8|0|0|0|88.6|0.049|46.4|0.098|0.016|0|0.090|0.1|0|29.2|1.2|19.8|247.7|3.6|68.402
pork blade steak raw|664|43.7|15.4|67.6|0.6|0|0|243.7|0.6|276.5|0|0.010|0|0.083|0.8|0|59|3.8|70.7|1536.60|11.1|174.7
pork tenderloin cooked|153|6.2|2.2|22.7|0|0|0|71.4|0.091|46.4|0.017|0.014|0.8|0|0|0|3.8|1.1|26.6|337.4|2.2|34.679
pork loin cooked|213|12.1|4.5|24.2|0|0|0|71.2|0.077|51.9|0.008|0.024|0.5|0.007|0.2|0|18.7|1|16.9|332.9|2.1|56.575
pork ears cooked|184|12|4.3|17.7|0.2|0|0|99.9|0.2|80.6|0|0|0|0|0|0|20|1.7|7.8|44.4|0.2|51.6
pork tongue cooked|626|43|14.9|55.7|0|0|0|337.3|0.3|131.4|0|0.077|3.9|0|0|0|43.9|11.5|46.2|547.5|10.5|158.0
pork spareribs raw|3593|303.5|97.7|200.6|0|0|0|1037.60|1.1|775|0|0.055|0|0.084|4.8|0|194.6|11.8|207.5|3138.70|32.4|710.5
ham patties grilled|205|18.5|6.7|8|1|0|0|43.2|0.6|30.8|0|0.046|0|0.056|0.3|0|5.4|1|6|146.4|1.1|33.9
